race_id,driver_id,constructor_id,position,constructor_ref,name_x_x,nationality_x,driver_ref,code,name_y_x,dob,nationality_y,round,circuit_id,name_x_y,race_year,circuit_ref,name_y_y,location,country,latitude,longitude,altitude,grid_y,position_order,points_y,laps_y,stop,lap,time,milliseconds_y
1068,,,,,,,,,,,,17,22,Japanese Grand Prix,2021,suzuka,Suzuka Circuit,Suzuka,Japan,34.8431,136.541,45,,,,,,,,
1069,,,,,,,,,,,,18,69,United States Grand Prix,2021,americas,Circuit of the Americas,Austin,USA,30.1328,-97.6411,161,,,,,,,,
1070,,,,,,,,,,,,19,32,Mexico City Grand Prix,2021,rodriguez,Autódromo Hermanos Rodríguez,Mexico City,Mexico,19.4042,-99.0907,2227,,,,,,,,
1071,,,,,,,,,,,,20,18,Brazilian Grand Prix,2021,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-23.7036,-46.6997,785,,,,,,,,
1072,,,,,,,,,,,,22,77,Saudi Arabian Grand Prix,2021,jeddah,Jeddah Street Circuit,Jeddah,Saudi Arabia,21.5433,39.1728,15,,,,,,,,
1073,,,,,,,,,,,,23,24,Abu Dhabi Grand Prix,2021,yas_marina,Yas Marina Circuit,Abu Dhabi,UAE,24.4672,54.6031,3,,,,,,,,
989,1.0,131.0,1.0,mercedes,Mercedes,German,hamilton,HAM,Lewis Hamilton,1985-01-07,British,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,1.0,2.0,18.0,58.0,1.0,19.0,16:41:30,21821.0
989,8.0,6.0,2.0,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi Räikkönen,1979-10-17,Finnish,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,2.0,3.0,15.0,58.0,1.0,18.0,16:40:07,21421.0
989,20.0,6.0,3.0,ferrari,Ferrari,Italian,vettel,VET,Sebastian Vettel,1987-07-03,German,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,3.0,1.0,25.0,58.0,1.0,26.0,16:52:19,21787.0
989,830.0,9.0,4.0,red_bull,Red Bull,Austrian,max_verstappen,VER,Max Verstappen,1997-09-30,Dutch,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,4.0,6.0,8.0,58.0,1.0,21.0,16:45:06,20953.0
989,817.0,9.0,5.0,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel Ricciardo,1989-07-01,Australian,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,8.0,4.0,12.0,58.0,1.0,26.0,16:52:59,21440.0
989,825.0,210.0,6.0,haas,Haas F1 Team,American,kevin_magnussen,MAG,Kevin Magnussen,1992-10-05,Danish,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,5.0,17.0,0.0,22.0,1.0,22.0,16:46:31,21983.0
989,154.0,210.0,7.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,6.0,16.0,0.0,24.0,1.0,24.0,16:49:31,23054.0
989,807.0,4.0,8.0,renault,Renault,French,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,7.0,7.0,6.0,58.0,1.0,24.0,16:49:35,22628.0
989,832.0,4.0,9.0,renault,Renault,French,sainz,SAI,Carlos Sainz,1994-09-01,Spanish,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,9.0,10.0,1.0,58.0,1.0,22.0,16:46:46,23868.0
989,822.0,131.0,10.0,mercedes,Mercedes,German,bottas,BOT,Valtteri Bottas,1989-08-28,Finnish,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,15.0,8.0,4.0,58.0,1.0,25.0,16:51:21,21664.0
989,4.0,1.0,11.0,mclaren,McLaren,British,alonso,ALO,Fernando Alonso,1981-07-29,Spanish,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,10.0,5.0,10.0,58.0,1.0,26.0,16:53:09,22573.0
989,838.0,1.0,12.0,mclaren,McLaren,British,vandoorne,VAN,Stoffel Vandoorne,1992-03-26,Belgian,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,11.0,9.0,2.0,58.0,1.0,25.0,16:51:17,22474.0
989,815.0,10.0,13.0,force_india,Force India,Indian,perez,PER,Sergio Pérez,1990-01-26,Mexican,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,12.0,11.0,0.0,58.0,1.0,24.0,16:49:51,22327.0
989,840.0,3.0,14.0,williams,Williams,British,stroll,STR,Lance Stroll,1998-10-29,Canadian,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,13.0,14.0,0.0,58.0,1.0,25.0,16:51:46,25504.0
989,840.0,3.0,14.0,williams,Williams,British,stroll,STR,Lance Stroll,1998-10-29,Canadian,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,13.0,14.0,0.0,58.0,2.0,29.0,16:59:57,21397.0
989,839.0,10.0,15.0,force_india,Force India,Indian,ocon,OCO,Esteban Ocon,1996-09-17,French,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,14.0,12.0,0.0,58.0,1.0,23.0,16:48:25,21854.0
989,843.0,5.0,16.0,toro_rosso,Toro Rosso,Italian,brendon_hartley,HAR,Brendon Hartley,1989-11-10,New Zealander,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,16.0,15.0,0.0,57.0,1.0,1.0,16:15:04,22213.0
989,843.0,5.0,16.0,toro_rosso,Toro Rosso,Italian,brendon_hartley,HAR,Brendon Hartley,1989-11-10,New Zealander,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,16.0,15.0,0.0,57.0,2.0,22.0,16:47:37,22296.0
989,828.0,15.0,17.0,sauber,Sauber,Swiss,ericsson,ERI,Marcus Ericsson,1990-09-02,Swedish,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,17.0,19.0,0.0,5.0,,,,
989,844.0,15.0,18.0,sauber,Sauber,Swiss,leclerc,LEC,Charles Leclerc,1997-10-16,Monegasque,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,18.0,13.0,0.0,58.0,1.0,20.0,16:44:03,22242.0
989,844.0,15.0,18.0,sauber,Sauber,Swiss,leclerc,LEC,Charles Leclerc,1997-10-16,Monegasque,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,18.0,13.0,0.0,58.0,2.0,27.0,16:56:25,22836.0
989,845.0,3.0,19.0,williams,Williams,British,sirotkin,SIR,Sergey Sirotkin,1995-08-27,Russian,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,19.0,20.0,0.0,4.0,,,,
989,842.0,5.0,20.0,toro_rosso,Toro Rosso,Italian,gasly,GAS,Pierre Gasly,1996-02-07,French,1,1,Australian Grand Prix,2018,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,-37.8497,144.968,10,20.0,18.0,0.0,13.0,,,,
990,20.0,6.0,1.0,ferrari,Ferrari,Italian,vettel,VET,Sebastian Vettel,1987-07-03,German,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,1.0,1.0,25.0,57.0,1.0,18.0,18:43:25,24524.0
990,8.0,6.0,2.0,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi Räikkönen,1979-10-17,Finnish,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,2.0,18.0,0.0,35.0,1.0,19.0,18:45:09,25018.0
990,822.0,131.0,3.0,mercedes,Mercedes,German,bottas,BOT,Valtteri Bottas,1989-08-28,Finnish,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,3.0,2.0,18.0,57.0,1.0,20.0,18:46:40,26105.0
990,1.0,131.0,4.0,mercedes,Mercedes,German,hamilton,HAM,Lewis Hamilton,1985-01-07,British,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,9.0,3.0,15.0,57.0,1.0,26.0,18:56:29,24302.0
990,817.0,9.0,5.0,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel Ricciardo,1989-07-01,Australian,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,4.0,20.0,0.0,1.0,,,,
990,842.0,5.0,6.0,toro_rosso,Toro Rosso,Italian,gasly,GAS,Pierre Gasly,1996-02-07,French,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,5.0,4.0,12.0,57.0,1.0,15.0,18:38:59,24835.0
990,842.0,5.0,6.0,toro_rosso,Toro Rosso,Italian,gasly,GAS,Pierre Gasly,1996-02-07,French,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,5.0,4.0,12.0,57.0,2.0,34.0,19:09:50,24957.0
990,825.0,210.0,7.0,haas,Haas F1 Team,American,kevin_magnussen,MAG,Kevin Magnussen,1992-10-05,Danish,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,6.0,5.0,10.0,57.0,1.0,13.0,18:35:49,25106.0
990,825.0,210.0,7.0,haas,Haas F1 Team,American,kevin_magnussen,MAG,Kevin Magnussen,1992-10-05,Danish,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,6.0,5.0,10.0,57.0,2.0,27.0,18:58:45,24629.0
990,807.0,4.0,8.0,renault,Renault,French,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,7.0,6.0,8.0,57.0,1.0,15.0,18:39:05,24454.0
990,807.0,4.0,8.0,renault,Renault,French,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,7.0,6.0,8.0,57.0,2.0,39.0,19:18:06,24382.0
990,839.0,10.0,9.0,force_india,Force India,Indian,ocon,OCO,Esteban Ocon,1996-09-17,French,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,8.0,10.0,1.0,56.0,1.0,15.0,18:39:12,24719.0
990,839.0,10.0,9.0,force_india,Force India,Indian,ocon,OCO,Esteban Ocon,1996-09-17,French,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,8.0,10.0,1.0,56.0,2.0,35.0,19:12:01,24596.0
990,832.0,4.0,10.0,renault,Renault,French,sainz,SAI,Carlos Sainz,1994-09-01,Spanish,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,10.0,11.0,0.0,56.0,1.0,16.0,18:40:52,25768.0
990,832.0,4.0,10.0,renault,Renault,French,sainz,SAI,Carlos Sainz,1994-09-01,Spanish,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,10.0,11.0,0.0,56.0,2.0,26.0,18:57:29,25307.0
990,843.0,5.0,11.0,toro_rosso,Toro Rosso,Italian,brendon_hartley,HAR,Brendon Hartley,1989-11-10,New Zealander,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,11.0,17.0,0.0,56.0,1.0,20.0,18:47:23,36646.0
990,843.0,5.0,11.0,toro_rosso,Toro Rosso,Italian,brendon_hartley,HAR,Brendon Hartley,1989-11-10,New Zealander,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,11.0,17.0,0.0,56.0,2.0,42.0,19:23:28,24953.0
990,815.0,10.0,12.0,force_india,Force India,Indian,perez,PER,Sergio Pérez,1990-01-26,Mexican,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,12.0,16.0,0.0,56.0,1.0,9.0,18:29:30,24992.0
990,815.0,10.0,12.0,force_india,Force India,Indian,perez,PER,Sergio Pérez,1990-01-26,Mexican,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,12.0,16.0,0.0,56.0,2.0,32.0,19:07:17,24677.0
990,4.0,1.0,13.0,mclaren,McLaren,British,alonso,ALO,Fernando Alonso,1981-07-29,Spanish,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,13.0,7.0,6.0,56.0,1.0,14.0,18:37:30,24993.0
990,4.0,1.0,13.0,mclaren,McLaren,British,alonso,ALO,Fernando Alonso,1981-07-29,Spanish,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,13.0,7.0,6.0,56.0,2.0,39.0,19:18:09,24581.0
990,838.0,1.0,14.0,mclaren,McLaren,British,vandoorne,VAN,Stoffel Vandoorne,1992-03-26,Belgian,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,14.0,8.0,4.0,56.0,1.0,10.0,18:31:05,25081.0
990,838.0,1.0,14.0,mclaren,McLaren,British,vandoorne,VAN,Stoffel Vandoorne,1992-03-26,Belgian,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,14.0,8.0,4.0,56.0,2.0,28.0,19:00:38,25131.0
990,830.0,9.0,15.0,red_bull,Red Bull,Austrian,max_verstappen,VER,Max Verstappen,1997-09-30,Dutch,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,15.0,19.0,0.0,3.0,1.0,2.0,18:18:14,30381.0
990,154.0,210.0,16.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,16.0,13.0,0.0,56.0,1.0,18.0,18:44:11,25011.0
990,154.0,210.0,16.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,16.0,13.0,0.0,56.0,2.0,30.0,19:03:55,25527.0
990,154.0,210.0,16.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,16.0,13.0,0.0,56.0,3.0,45.0,19:28:25,26263.0
990,828.0,15.0,17.0,sauber,Sauber,Swiss,ericsson,ERI,Marcus Ericsson,1990-09-02,Swedish,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,17.0,9.0,2.0,56.0,1.0,23.0,18:52:22,25194.0
990,845.0,3.0,18.0,williams,Williams,British,sirotkin,SIR,Sergey Sirotkin,1995-08-27,Russian,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,18.0,15.0,0.0,56.0,1.0,22.0,18:51:05,24672.0
990,845.0,3.0,18.0,williams,Williams,British,sirotkin,SIR,Sergey Sirotkin,1995-08-27,Russian,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,18.0,15.0,0.0,56.0,2.0,40.0,19:20:39,25693.0
990,844.0,15.0,19.0,sauber,Sauber,Swiss,leclerc,LEC,Charles Leclerc,1997-10-16,Monegasque,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,19.0,12.0,0.0,56.0,1.0,3.0,18:19:24,25563.0
990,844.0,15.0,19.0,sauber,Sauber,Swiss,leclerc,LEC,Charles Leclerc,1997-10-16,Monegasque,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,19.0,12.0,0.0,56.0,2.0,34.0,19:10:46,25139.0
990,840.0,3.0,20.0,williams,Williams,British,stroll,STR,Lance Stroll,1998-10-29,Canadian,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,20.0,14.0,0.0,56.0,1.0,10.0,18:31:12,33612.0
990,840.0,3.0,20.0,williams,Williams,British,stroll,STR,Lance Stroll,1998-10-29,Canadian,2,3,Bahrain Grand Prix,2018,bahrain,Bahrain International Circuit,Sakhir,Bahrain,26.0325,50.5106,7,20.0,14.0,0.0,56.0,2.0,30.0,19:04:24,24638.0
991,20.0,6.0,1.0,ferrari,Ferrari,Italian,vettel,VET,Sebastian Vettel,1987-07-03,German,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,1.0,8.0,4.0,56.0,1.0,20.0,14:46:38,23009.0
991,8.0,6.0,2.0,ferrari,Ferrari,Italian,raikkonen,RAI,Kimi Räikkönen,1979-10-17,Finnish,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,2.0,3.0,15.0,56.0,1.0,27.0,14:58:28,22913.0
991,822.0,131.0,3.0,mercedes,Mercedes,German,bottas,BOT,Valtteri Bottas,1989-08-28,Finnish,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,3.0,2.0,18.0,56.0,1.0,19.0,14:45:02,22097.0
991,1.0,131.0,4.0,mercedes,Mercedes,German,hamilton,HAM,Lewis Hamilton,1985-01-07,British,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,4.0,4.0,12.0,56.0,1.0,18.0,14:43:33,22464.0
991,830.0,9.0,5.0,red_bull,Red Bull,Austrian,max_verstappen,VER,Max Verstappen,1997-09-30,Dutch,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,5.0,5.0,10.0,56.0,1.0,17.0,14:41:50,22715.0
991,830.0,9.0,5.0,red_bull,Red Bull,Austrian,max_verstappen,VER,Max Verstappen,1997-09-30,Dutch,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,5.0,5.0,10.0,56.0,2.0,31.0,15:05:06,22596.0
991,817.0,9.0,6.0,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel Ricciardo,1989-07-01,Australian,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,6.0,1.0,25.0,56.0,1.0,17.0,14:41:56,23042.0
991,817.0,9.0,6.0,red_bull,Red Bull,Austrian,ricciardo,RIC,Daniel Ricciardo,1989-07-01,Australian,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,6.0,1.0,25.0,56.0,2.0,31.0,15:05:15,22691.0
991,807.0,4.0,7.0,renault,Renault,French,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,7.0,6.0,8.0,56.0,1.0,13.0,14:35:30,23654.0
991,807.0,4.0,7.0,renault,Renault,French,hulkenberg,HUL,Nico Hülkenberg,1987-08-19,German,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,7.0,6.0,8.0,56.0,2.0,31.0,15:06:04,23297.0
991,815.0,10.0,8.0,force_india,Force India,Indian,perez,PER,Sergio Pérez,1990-01-26,Mexican,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,8.0,12.0,0.0,56.0,1.0,12.0,14:34:05,22856.0
991,815.0,10.0,8.0,force_india,Force India,Indian,perez,PER,Sergio Pérez,1990-01-26,Mexican,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,8.0,12.0,0.0,56.0,2.0,32.0,15:08:44,22334.0
991,832.0,4.0,9.0,renault,Renault,French,sainz,SAI,Carlos Sainz,1994-09-01,Spanish,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,9.0,9.0,2.0,56.0,1.0,12.0,14:33:53,23935.0
991,832.0,4.0,9.0,renault,Renault,French,sainz,SAI,Carlos Sainz,1994-09-01,Spanish,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,9.0,9.0,2.0,56.0,2.0,31.0,15:06:18,23117.0
991,154.0,210.0,10.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,10.0,17.0,0.0,56.0,1.0,16.0,14:40:41,22981.0
991,154.0,210.0,10.0,haas,Haas F1 Team,American,grosjean,GRO,Romain Grosjean,1986-04-17,French,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,10.0,17.0,0.0,56.0,2.0,46.0,15:33:38,23735.0
991,825.0,210.0,11.0,haas,Haas F1 Team,American,kevin_magnussen,MAG,Kevin Magnussen,1992-10-05,Danish,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,11.0,10.0,1.0,56.0,1.0,24.0,14:53:57,22973.0
991,839.0,10.0,12.0,force_india,Force India,Indian,ocon,OCO,Esteban Ocon,1996-09-17,French,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,12.0,11.0,0.0,56.0,1.0,11.0,14:32:18,23281.0
991,839.0,10.0,12.0,force_india,Force India,Indian,ocon,OCO,Esteban Ocon,1996-09-17,French,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,12.0,11.0,0.0,56.0,2.0,31.0,15:06:24,22637.0
991,4.0,1.0,13.0,mclaren,McLaren,British,alonso,ALO,Fernando Alonso,1981-07-29,Spanish,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,13.0,7.0,6.0,56.0,1.0,29.0,15:02:24,24110.0
991,838.0,1.0,14.0,mclaren,McLaren,British,vandoorne,VAN,Stoffel Vandoorne,1992-03-26,Belgian,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,14.0,13.0,0.0,56.0,1.0,22.0,14:50:55,23730.0
991,843.0,5.0,15.0,toro_rosso,Toro Rosso,Italian,brendon_hartley,HAR,Brendon Hartley,1989-11-10,New Zealander,3,17,Chinese Grand Prix,2018,shanghai,Shanghai International Circuit,Shanghai,China,31.3389,121.22,5,15.0,20.0,0.0,51.0,1.0,10.0,14:30:52,23172.0
